No.,Time Stamp,Volts AN,Volts BN,Volts LN Average,Volts AB,Volts LL Average,I A,I B,I Average,Watt A,Watt B,Watt Total,VAR A,VAR B,VAR Total,VA A,VA B,VA Total,Pwr Factor A,Pwr Factor B,Pwr Factor Total,Dmd Watt Total,Dmd VAR Total,Dmd VA Total,Dmd I A,Dmd I B,Ep_imp,Ep_exp,Eq_imp,Eq_exp,Ep_total,Ep_net,Eq_total,Eq_net,Es
1,2019-01-10 22:10:00,116.74,117.61,117.18,234.18,0,7.3992,2.7921,5.0957,0.61832,0.30587,0.92419,0.59923,0.08439,0.68362,0.86366,0.32841,1.19207,0.716,0.931,0.775,-0.47033,-0.38033,1.1193,7.3349,2.2379,0,1096.7,0,821.4,1096.7,-1096.7,821.4,-821.4,1446.4
2,2019-01-10 22:15:00,116.76,117.45,117.11,234.09,0,7.3851,2.7932,5.0891,0.61639,0.30566,0.92205,0.59888,0.08251,0.68139,0.86209,0.32821,1.19029,0.715,0.931,0.775,0.09657,0.05953,1.16026,7.4148,2.5158,0.1,1096.7,0,821.4,1096.8,-1096.6,821.4,-821.4,1446.5
3,2019-01-10 22:20:00,116.32,117.12,116.72,233.19,0,7.0793,1.4323,4.2558,0.56295,0.14133,0.70429,0.59665,-0.0038,0.59285,0.82316,0.16765,0.99081,0.684,0.843,0.711,0.6987,0.51635,1.17841,7.3115,2.7811,0.1,1096.7,0.1,821.4,1096.8,-1096.6,821.5,-821.3,1446.6
4,2019-01-10 22:25:00,116.44,117.15,116.8,233.53,0,7.0971,2.8051,4.9511,0.5638,0.30718,0.87098,0.60011,0.08131,0.68143,0.82628,0.32977,1.15606,0.682,0.931,0.753,0.87204,0.6688,1.15211,7.1928,2.6864,0.2,1096.7,0.2,821.4,1096.9,-1096.5,821.6,-821.2,1446.7
5,2019-01-10 22:30:00,116.62,117.22,116.92,234.03,0,7.104,2.7792,4.9416,0.5652,0.30306,0.86826,0.60186,0.0816,0.68346,0.82848,0.32524,1.15372,0.682,0.932,0.753,0.89427,0.68825,1.18403,7.0968,3.0532,0.3,1096.7,0.2,821.4,1097,-1096.4,821.6,-821.2,1446.8
6,2019-01-10 22:35:00,116.72,117.53,117.12,234.13,0,7.106,1.4325,4.2693,0.56526,0.14148,0.70674,0.60265,-0.00284,0.59981,0.82902,0.16826,0.99728,0.682,0.841,0.709,0.8897,0.68529,1.18217,7.0906,3.0424,0.4,1096.7,0.3,821.4,1097.1,-1096.3,821.7,-821.1,1446.9
7,2019-01-10 22:40:00,117.02,117.7,117.36,234.59,0,7.1264,2.7848,4.9556,0.56867,0.30504,0.8737,0.60621,0.08488,0.69109,0.83405,0.3278,1.16185,0.682,0.931,0.752,0.90354,0.69404,1.19695,7.1,3.1459,0.4,1096.7,0.3,821.4,1097.1,-1096.3,821.7,-821.1,1447
8,2019-01-10 22:45:00,116.89,117.63,117.26,234.34,0,8.1818,2.5768,5.3793,0.69417,0.27896,0.97313,0.65464,0.08042,0.73506,0.9562,0.30289,1.25909,0.726,0.921,0.773,0.89145,0.68737,1.18082,7.3282,2.7701,0.5,1096.7,0.4,821.4,1097.2,-1096.2,821.8,-821,1447.1
9,2019-01-10 22:50:00,116.68,117.63,117.16,234.16,0,8.1194,1.4453,4.7823,0.68691,0.14328,0.83019,0.65039,-0.0027,0.64769,0.94793,0.17106,1.11899,0.725,0.838,0.742,0.87311,0.67784,1.15915,7.6706,2.2438,0.6,1096.7,0.4,821.4,1097.3,-1096.1,821.8,-821,1447.2
10,2019-01-10 22:55:00,116.5,117.21,116.85,233.7,0,8.0351,2.7854,5.4103,0.67632,0.30476,0.98107,0.64392,0.08235,0.72627,0.93599,0.327,1.263,0.723,0.932,0.777,0.92203,0.69667,1.20595,8,2.3263,0.6,1096.7,0.5,821.4,1097.3,-1096.1,821.9,-820.9,1447.3
11,2019-01-10 23:00:00,116.48,117.37,116.93,233.31,0,8.0064,2.7795,5.393,0.67207,0.30435,0.97642,0.64303,0.08308,0.7261,0.93222,0.32659,1.25881,0.721,0.932,0.776,0.93005,0.69879,1.21311,8.0797,2.3259,0.7,1096.7,0.6,821.4,1097.4,-1096,822,-820.8,1447.4
12,2019-01-10 23:05:00,116.34,117.35,116.85,233.65,0,7.9837,1.434,4.7088,0.66994,0.14115,0.81109,0.63959,-0.00286,0.63673,0.92847,0.16796,1.09643,0.722,0.84,0.74,0.94671,0.70815,1.22924,8.0396,2.5033,0.8,1096.7,0.6,821.4,1097.5,-1095.9,822,-820.8,1447.5
13,2019-01-10 23:10:00,116.7,117.35,117.02,234,0,7.1538,2.7912,4.9725,0.57045,0.30525,0.87569,0.60585,0.08265,0.6885,0.83496,0.32757,1.16254,0.683,0.932,0.753,0.90114,0.68873,1.18558,7.8297,2.3342,0.9,1096.7,0.7,821.4,1097.6,-1095.8,822.1,-820.7,1447.6
14,2019-01-10 23:15:00,116.85,117.69,117.27,234.51,0,7.1517,1.4384,4.2951,0.57032,0.14253,0.71285,0.60763,-0.00214,0.60548,0.83615,0.16935,1.0055,0.682,0.842,0.709,0.86564,0.67741,1.15244,7.5427,2.3232,0.9,1096.7,0.7,821.4,1097.6,-1095.8,822.1,-820.7,1447.7
15,2019-01-10 23:20:00,116.51,117.27,116.89,233.6,0,7.1331,1.4326,4.2829,0.56812,0.14095,0.70907,0.60252,-0.00321,0.59931,0.83086,0.16768,0.99854,0.684,0.841,0.71,0.80142,0.64935,1.09104,7.2608,2.0725,1,1096.7,0.8,821.4,1097.7,-1095.7,822.2,-820.6,1447.8
16,2019-01-10 23:25:00,116.5,117.28,116.89,233.55,0,7.1287,2.7831,4.9559,0.56765,0.30341,0.87106,0.60352,0.0819,0.68541,0.83127,0.32554,1.15681,0.683,0.932,0.753,0.8074,0.65526,1.09688,7.1532,2.2363,1.1,1096.7,0.8,821.4,1097.8,-1095.6,822.2,-820.6,1447.9
17,2019-01-10 23:30:00,116.49,117.19,116.84,233.72,0,7.1289,1.4355,4.2822,0.56705,0.14212,0.70916,0.60313,-0.00336,0.59977,0.83072,0.16852,0.99924,0.683,0.843,0.71,0.77479,0.63515,1.06354,7.14,1.9776,1.1,1096.7,0.9,821.4,1097.8,-1095.6,822.3,-820.5,1448
18,2019-01-10 23:35:00,116.34,117.04,116.69,232.95,0,7.075,2.7867,4.9309,0.56338,0.3038,0.86717,0.59618,0.08005,0.67624,0.82312,0.32559,1.14871,0.684,0.933,0.755,0.79471,0.64371,1.08163,7.1219,2.155,1.2,1096.7,0.9,821.4,1097.9,-1095.5,822.3,-820.5,1448.1
19,2019-01-10 23:40:00,116.55,117.3,116.92,233.75,0,7.0898,2.7882,4.939,0.56393,0.30472,0.86865,0.60032,0.08187,0.68219,0.82651,0.32683,1.15334,0.682,0.932,0.753,0.80424,0.64697,1.08983,7.1008,2.2447,1.3,1096.7,1,821.4,1098,-1095.4,822.4,-820.4,1448.2
20,2019-01-10 23:45:00,116.76,117.55,117.15,234.49,0,7.0641,1.4353,4.2497,0.56177,0.14287,0.70464,0.59935,-0.00235,0.59701,0.82434,0.16948,0.99382,0.681,0.843,0.709,0.80176,0.64718,1.08805,7.0831,2.235,1.4,1096.7,1,821.4,1098.1,-1095.3,822.4,-820.4,1448.2
21,2019-01-10 23:50:00,116.61,117.3,116.96,233.61,0,7.0498,2.7861,4.9179,0.56079,0.30344,0.86422,0.59696,0.08171,0.67867,0.82192,0.32581,1.14773,0.682,0.931,0.753,0.82265,0.65688,1.10782,7.067,2.418,1.4,1096.7,1.1,821.4,1098.1,-1095.3,822.5,-820.3,1448.3
22,2019-01-10 23:55:00,116.6,117.26,116.93,233.75,0,7.0927,2.5905,4.8416,0.56517,0.28401,0.84918,0.60054,0.07868,0.67922,0.82746,0.30725,1.13471,0.683,0.924,0.748,0.82232,0.65719,1.10773,7.0617,2.4187,1.5,1096.7,1.2,821.4,1098.2,-1095.2,822.6,-820.2,1448.4
23,2019-01-11 00:00:00,116.16,117.24,116.7,233.73,0,8.1755,1.4546,4.8151,0.69408,0.14392,0.83801,0.6444,-0.00335,0.64105,0.94917,0.17171,1.12088,0.731,0.838,0.748,0.82145,0.65445,1.10635,7.1494,2.3301,1.6,1096.7,1.2,821.4,1098.3,-1095.1,822.6,-820.2,1448.5
24,2019-01-11 00:05:00,116.55,117.36,116.95,233.71,0,8.1193,2.7895,5.4544,0.68607,0.30405,0.99012,0.6491,0.08272,0.73182,0.94655,0.32638,1.27293,0.725,0.932,0.778,0.8639,0.67123,1.14796,7.5129,2.336,1.6,1096.7,1.3,821.4,1098.3,-1095.1,822.7,-820.1,1448.6
25,2019-01-11 00:10:00,116.48,117.4,116.94,233.86,0,8.0725,1.4386,4.7555,0.67983,0.14135,0.82118,0.64627,-0.00332,0.64296,0.94015,0.16857,1.10872,0.723,0.838,0.741,0.9025,0.68747,1.18613,7.8589,2.3228,1.7,1096.7,1.3,821.4,1098.4,-1095,822.7,-820.1,1448.7
26,2019-01-11 00:15:00,116.75,117.71,117.23,234.39,0,8.0751,1.462,4.7686,0.68038,0.14381,0.82419,0.64983,-0.00287,0.64696,0.94294,0.17202,1.11496,0.722,0.836,0.739,0.92174,0.69414,1.2056,8.1009,2.2463,1.8,1096.7,1.4,821.4,1098.5,-1094.9,822.8,-820,1448.8
27,2019-01-11 00:20:00,116.85,117.57,117.21,234.17,0,8.0636,2.7918,5.4277,0.67879,0.30577,0.98456,0.65101,0.08336,0.73437,0.94274,0.3284,1.27113,0.72,0.931,0.775,0.93071,0.70107,1.21572,8.0765,2.3318,1.9,1096.7,1.5,821.4,1098.6,-1094.8,822.9,-819.9,1448.9
28,2019-01-11 00:25:00,116.42,117.31,116.87,233.57,0,7.082,1.4498,4.2659,0.56263,0.14146,0.70409,0.59771,-0.00328,0.59444,0.82371,0.16895,0.99266,0.683,0.837,0.709,0.89388,0.68305,1.18011,7.9279,2.1717,2,1096.7,1.5,821.4,1098.7,-1094.7,822.9,-819.9,1449
29,2019-01-11 00:30:00,116.37,117.02,116.7,233.38,0,7.0292,2.7827,4.906,0.55957,0.30301,0.86258,0.59356,0.08014,0.6737,0.81861,0.32497,1.14358,0.684,0.932,0.754,0.86586,0.67154,1.15151,7.5979,2.262,2,1096.7,1.6,821.4,1098.7,-1094.7,823,-819.8,1449.1
30,2019-01-11 00:35:00,116.55,117.07,116.81,234.14,0,7.0345,2.7832,4.9088,0.5607,0.30526,0.86597,0.59406,0.07873,0.67279,0.81979,0.32685,1.14664,0.684,0.934,0.755,0.82463,0.6537,1.10977,7.2588,2.2569,2.1,1096.7,1.6,821.4,1098.8,-1094.6,823,-819.8,1449.2
31,2019-01-11 00:40:00,116.45,117.14,116.79,233.58,0,7.0332,2.5993,4.8163,0.55916,0.28363,0.84279,0.59454,0.07523,0.66977,0.819,0.30649,1.12549,0.683,0.925,0.749,0.82254,0.65391,1.10633,7.0526,2.4321,2.2,1096.7,1.7,821.4,1098.9,-1094.5,823.1,-819.7,1449.3
32,2019-01-11 00:45:00,116.81,117.58,117.2,234.34,0,7.1497,1.4359,4.2928,0.56999,0.14157,0.71155,0.60744,-0.00267,0.60477,0.83578,0.16907,1.00485,0.682,0.837,0.708,0.82221,0.65524,1.10699,7.0653,2.4197,2.2,1096.7,1.7,821.4,1098.9,-1094.5,823.1,-819.7,1449.4
33,2019-01-11 00:50:00,116.46,117.29,116.88,233.5,0,7.1292,2.7757,4.9525,0.56794,0.3044,0.87234,0.60202,0.0814,0.68342,0.83047,0.32626,1.15672,0.684,0.933,0.754,0.80329,0.64582,1.08925,7.094,2.24,2.3,1096.7,1.8,821.4,1099,-1094.4,823.2,-819.6,1449.5
34,2019-01-11 00:55:00,116.66,117.53,117.09,233.74,0,7.1328,1.4337,4.2833,0.56829,0.14133,0.70962,0.60435,-0.00299,0.60136,0.83242,0.16853,1.00095,0.683,0.839,0.709,0.78417,0.63891,1.07248,7.1302,2.0629,2.4,1096.7,1.8,821.4,1099.1,-1094.3,823.2,-819.6,1449.6
35,2019-01-11 01:00:00,116.47,117.16,116.81,233.45,0,7.1268,2.8005,4.9637,0.56839,0.3057,0.87409,0.60168,0.08051,0.68219,0.83053,0.32798,1.15851,0.684,0.932,0.754,0.78681,0.6405,1.07551,7.1401,2.0735,2.4,1096.7,1.9,821.4,1099.1,-1094.3,823.3,-819.5,1449.7
36,2019-01-11 01:05:00,116.71,117.44,117.08,234.06,0,7.0987,2.7821,4.9404,0.5658,0.30498,0.87078,0.60238,0.08263,0.68501,0.82923,0.32726,1.15649,0.682,0.932,0.753,0.80917,0.65256,1.09772,7.1358,2.2582,2.5,1096.7,1.9,821.4,1099.2,-1094.2,823.3,-819.5,1449.8
37,2019-01-11 01:10:00,116.98,117.71,117.34,234.63,0,7.1217,1.4342,4.278,0.56758,0.14238,0.70995,0.60608,-0.00213,0.60396,0.8331,0.1691,1.0022,0.681,0.842,0.708,0.80678,0.65159,1.09534,7.1228,2.2431,2.6,1096.7,2,821.4,1099.3,-1094.1,823.4,-819.4,1449.9
38,2019-01-11 01:15:00,116.76,117.64,117.2,234.27,0,8.3,2.7911,5.5455,0.71135,0.30494,1.01629,0.65502,0.08429,0.7393,0.96893,0.32767,1.2966,0.734,0.931,0.784,0.8053,0.65032,1.09307,7.1093,2.2437,2.6,1096.7,2.1,821.4,1099.3,-1094.1,823.5,-819.3,1450
39,2019-01-11 01:20:00,116.64,117.55,117.09,234.04,0,8.126,2.8087,5.4673,0.6879,0.30723,0.99513,0.64948,0.08234,0.73183,0.94809,0.32969,1.27778,0.726,0.932,0.779,0.84738,0.66645,1.13379,7.4617,2.2408,2.7,1096.7,2.1,821.4,1099.4,-1094,823.5,-819.3,1450.1
40,2019-01-11 01:25:00,116.5,117.39,116.94,233.75,0,8.0354,2.579,5.3072,0.67663,0.28095,0.95758,0.64322,0.07813,0.72136,0.93565,0.30376,1.23942,0.723,0.925,0.773,0.95031,0.71282,1.23891,7.786,2.8171,2.8,1096.7,2.2,821.4,1099.5,-1093.9,823.6,-819.2,1450.2
41,2019-01-11 01:30:00,116.42,117.52,116.97,233.73,0,8.005,1.4288,4.7169,0.67268,0.14127,0.81395,0.64174,-0.00302,0.63872,0.93175,0.16765,1.0994,0.722,0.843,0.74,0.97612,0.72052,1.26357,8.0902,2.7265,2.9,1096.7,2.2,821.4,1099.6,-1093.8,823.6,-819.2,1450.3
42,2019-01-11 01:35:00,116.57,117.37,116.97,233.87,0,8.0551,2.7843,5.4197,0.67682,0.30451,0.98134,0.64716,0.08198,0.72914,0.93856,0.32641,1.26497,0.721,0.933,0.776,0.95802,0.71205,1.24564,8.0414,2.6339,3,1096.7,2.3,821.4,1099.7,-1093.7,823.7,-819.1,1450.4
43,2019-01-11 01:40:00,116.47,116.5,116.49,233.12,0,7.0841,6.8446,6.9644,0.56788,1.19208,1.75996,0.59971,0.49943,1.09914,0.82866,1.44367,2.27233,0.685,0.826,0.775,0.89574,0.68399,1.18048,7.971,2.1439,3,1096.7,2.4,821.4,1099.7,-1093.7,823.8,-819,1450.5
44,2019-01-11 01:45:00,117,117.71,117.35,234.52,0,7.1211,2.9415,5.0313,0.56828,0.33232,0.9006,0.60654,0.08431,0.69086,0.8339,0.35361,1.18751,0.681,0.94,0.758,0.85938,0.67069,1.14587,7.6622,2.1497,3.1,1096.7,2.4,821.4,1099.8,-1093.6,823.8,-819,1450.6
45,2019-01-11 01:50:00,116.9,117.59,117.25,234.44,0,7.1136,2.7849,4.9493,0.56764,0.30583,0.87348,0.60386,0.08311,0.68697,0.83154,0.32806,1.15961,0.683,0.932,0.753,0.8349,0.66297,1.12265,7.3542,2.2464,3.2,1096.7,2.5,821.4,1099.9,-1093.5,823.9,-818.9,1450.7
46,2019-01-11 01:55:00,116.64,117.6,117.12,234.11,0,7.1486,1.4276,4.2881,0.56896,0.14244,0.71141,0.60362,-0.00272,0.60091,0.83228,0.16858,1.00086,0.684,0.845,0.711,0.78624,0.64018,1.0749,7.1132,2.0816,3.2,1096.7,2.5,821.4,1099.9,-1093.5,823.9,-818.9,1450.8
47,2019-01-11 02:00:00,116.32,117.13,116.72,233.36,0,7.1333,2.777,4.9552,0.56678,0.30288,0.86965,0.6006,0.08171,0.68232,0.82853,0.32469,1.15323,0.684,0.933,0.754,0.79785,0.6463,1.08593,7.128,2.163,3.3,1096.7,2.6,821.4,1100,-1093.4,824,-818.8,1450.8
48,2019-01-11 02:05:00,116.52,116.93,116.72,233.25,0,7.1504,8.1586,7.6545,0.57048,0.87307,1.44355,0.60365,0.35987,0.96352,0.83332,0.95287,1.78619,0.685,0.916,0.808,0.79606,0.64486,1.0834,7.1329,2.145,3.4,1096.7,2.6,821.4,1100.1,-1093.3,824,-818.8,1451
49,2019-01-11 02:10:00,116.77,117.61,117.19,234.2,0,7.1395,1.4655,4.3025,0.56939,0.14453,0.71392,0.60615,-0.00329,0.60286,0.83437,0.1722,1.00657,0.682,0.839,0.709,0.77424,0.63265,1.06208,7.1296,1.97,3.5,1096.7,2.7,821.4,1100.2,-1093.2,824.1,-818.7,1451
50,2019-01-11 02:15:00,116.38,117.47,116.92,233.85,0,7.1041,2.8173,4.9607,0.56346,0.30903,0.8725,0.59627,0.08234,0.67861,0.8232,0.33197,1.15517,0.684,0.931,0.755,0.80918,0.64966,1.09643,7.1272,2.2649,3.5,1096.7,2.7,821.4,1100.2,-1093.2,824.1,-818.7,1451.1
51,2019-01-11 02:20:00,117.05,117.81,117.43,234.69,0,7.0742,2.7911,4.9327,0.56369,0.30442,0.86811,0.60278,0.08484,0.68761,0.82804,0.32706,1.15511,0.681,0.931,0.752,0.81057,0.65045,1.09819,7.1149,2.2858,3.6,1096.7,2.8,821.4,1100.3,-1093.1,824.2,-818.6,1451.2
52,2019-01-11 02:25:00,117.12,117.93,117.53,234.87,0,7.0729,1.4379,4.2554,0.56355,0.14192,0.70548,0.60292,-0.00237,0.60054,0.82806,0.16849,0.99656,0.681,0.842,0.708,0.84157,0.66831,1.12867,7.0982,2.5502,3.7,1096.7,2.9,821.4,1100.4,-1093,824.3,-818.5,1451.3
53,2019-01-11 02:30:00,117.08,117.87,117.47,234.97,0,7.1236,2.7882,4.9559,0.56904,0.30693,0.87597,0.60675,0.08513,0.69188,0.83462,0.32941,1.16403,0.682,0.932,0.753,0.8045,0.65069,1.09206,7.0762,2.2527,3.7,1096.7,2.9,821.4,1100.4,-1093,824.3,-818.5,1451.4
54,2019-01-11 02:35:00,116.79,117.71,117.25,234.03,0,8.161,2.7836,5.4723,0.69092,0.30498,0.99589,0.65248,0.08445,0.73694,0.95235,0.32743,1.27978,0.725,0.931,0.778,0.83972,0.66532,1.12658,7.3771,2.2465,3.8,1096.7,3,821.4,1100.5,-1092.9,824.4,-818.4,1451.5
55,2019-01-11 02:40:00,116.59,117.81,117.2,234.27,0,8.0918,1.4553,4.7735,0.68407,0.14329,0.82736,0.64742,-0.00292,0.6445,0.94393,0.17084,1.11477,0.725,0.839,0.742,0.86798,0.67452,1.15399,7.7245,2.1425,3.9,1096.7,3,821.4,1100.6,-1092.8,824.4,-818.4,1451.6
56,2019-01-11 02:45:00,116.6,117.55,117.07,234.23,0,8.0877,2.7868,5.4372,0.68147,0.30551,0.98698,0.64837,0.08446,0.73283,0.94267,0.32797,1.27064,0.723,0.932,0.777,0.91921,0.69683,1.20458,8.0704,2.2334,4,1096.7,3.1,821.4,1100.7,-1092.7,824.5,-818.3,1451.7
57,2019-01-11 02:50:00,116.96,117.77,117.36,234.62,0,8.0843,2.8145,5.4494,0.68075,0.30718,0.98793,0.65266,0.08442,0.73708,0.94521,0.33019,1.2754,0.72,0.93,0.775,0.92233,0.69903,1.20839,8.0997,2.2349,4.1,1096.7,3.1,821.4,1100.8,-1092.6,824.5,-818.3,1451.8
58,2019-01-11 02:55:00,116.97,118.03,117.5,234.83,0,8.0675,1.4533,4.7604,0.67851,0.14384,0.82235,0.65265,-0.0022,0.65045,0.9436,0.17163,1.11523,0.719,0.838,0.737,0.95356,0.71351,1.24295,8.0803,2.5474,4.1,1096.7,3.2,821.4,1100.8,-1092.6,824.6,-818.2,1451.9
59,2019-01-11 03:00:00,117.04,117.71,117.37,234.53,0,7.1718,2.7904,4.9811,0.5725,0.30816,0.88066,0.61003,0.0845,0.69454,0.8393,0.33029,1.16959,0.682,0.933,0.753,0.92609,0.7044,1.21614,7.753,2.6386,4.2,1096.7,3.3,821.4,1100.9,-1092.5,824.7,-818.1,1452
60,2019-01-11 03:05:00,116.87,117.85,117.36,234.51,0,7.1436,1.4242,4.2839,0.56987,0.14103,0.7109,0.60672,-0.00207,0.60465,0.83514,0.16734,1.00247,0.682,0.843,0.709,0.92124,0.7039,1.21645,7.4488,2.9418,4.3,1096.7,3.3,821.4,1101,-1092.4,824.7,-818.1,1452.1
61,2019-01-11 03:10:00,116.96,117.7,117.33,234.31,0,7.1654,2.8066,4.986,0.57204,0.30936,0.8814,0.60915,0.07963,0.68878,0.83833,0.33192,1.17025,0.682,0.932,0.753,0.87115,0.68381,1.16768,7.1474,2.8228,4.3,1096.7,3.4,821.4,1101,-1092.4,824.8,-818,1452.2
62,2019-01-11 03:15:00,117.14,117.83,117.48,234.75,0,7.1713,2.7919,4.9816,0.57248,0.30608,0.87856,0.61105,0.08551,0.69656,0.84006,0.32855,1.16862,0.681,0.932,0.752,0.89513,0.69825,1.19232,7.1696,3.0041,4.4,1096.7,3.4,821.4,1101.1,-1092.3,824.8,-818,1452.3
63,2019-01-11 03:20:00,117.01,117.81,117.41,234.48,0,7.1148,2.8033,4.9591,0.56801,0.30736,0.87536,0.60609,0.08572,0.69181,0.83338,0.33058,1.16396,0.682,0.93,0.752,0.8386,0.672,1.1319,7.1541,2.5038,4.5,1096.7,3.5,821.4,1101.2,-1092.2,824.9,-817.9,1452.4
64,2019-01-11 03:25:00,116.8,117.52,117.16,234.29,0,7.0636,2.7968,4.9302,0.56174,0.30477,0.8665,0.59929,0.0834,0.68269,0.82416,0.32725,1.15141,0.682,0.931,0.753,0.85124,0.68017,1.14004,7.1314,2.5945,4.6,1096.7,3.5,821.4,1101.3,-1092.1,824.9,-817.9,1452.5
65,2019-01-11 03:30:00,117.03,117.36,117.19,234.24,0,7.1151,6.8269,6.971,0.56992,0.84171,1.41163,0.60676,0.31494,0.9217,0.83521,0.93084,1.76605,0.682,0.904,0.799,0.83474,0.66981,1.12214,7.0968,2.4881,4.6,1096.7,3.6,821.4,1101.3,-1092.1,825,-817.8,1452.6
66,2019-01-11 03:35:00,116.93,117.74,117.33,234.34,0,7.1198,2.8369,4.9784,0.56836,0.30823,0.87659,0.60411,0.08564,0.68975,0.83226,0.33142,1.16368,0.683,0.93,0.753,0.84297,0.67142,1.13314,7.0928,2.5917,4.7,1096.7,3.7,821.4,1101.4,-1092,825.1,-817.7,1452.7
67,2019-01-11 03:40:00,116.75,117.52,117.13,234.01,0,7.1051,2.7809,4.943,0.56574,0.30427,0.87001,0.60219,0.08363,0.68582,0.82897,0.32647,1.15544,0.682,0.932,0.753,0.84414,0.6713,1.13423,7.1007,2.5915,4.8,1096.7,3.7,821.4,1101.5,-1091.9,825.1,-817.7,1452.8
68,2019-01-11 03:45:00,116.96,117.89,117.43,234.76,0,7.115,1.4226,4.2688,0.56677,0.14122,0.70799,0.60511,-0.00157,0.60354,0.83184,0.16751,0.99935,0.681,0.843,0.708,0.83477,0.66778,1.12596,7.1143,2.5014,4.8,1096.7,3.8,821.4,1101.5,-1091.9,825.2,-817.6,1452.9
69,2019-01-11 03:50:00,116.98,117.77,117.37,234.88,0,8.1918,2.8141,5.503,0.69457,0.30855,1.00311,0.65574,0.08641,0.74215,0.95718,0.33167,1.28884,0.726,0.93,0.778,0.83301,0.66531,1.12129,7.3366,2.2297,4.9,1096.7,3.8,821.4,1101.6,-1091.8,825.2,-817.6,1453
70,2019-01-11 03:55:00,117.25,118.28,117.77,235.48,0,8.1385,2.7964,5.4675,0.68855,0.30615,0.9947,0.65783,0.08876,0.74659,0.95443,0.3297,1.28413,0.721,0.929,0.775,0.87414,0.68346,1.16257,7.6844,2.2308,5,1096.7,3.9,821.4,1101.7,-1091.7,825.3,-817.5,1453.1
71,2019-01-11 04:00:00,117.08,118.01,117.54,234.92,0,8.099,1.4225,4.7608,0.68483,0.14141,0.82624,0.65354,-0.00202,0.65151,0.94874,0.16767,1.11641,0.722,0.843,0.74,0.90231,0.69352,1.19066,8.0146,2.1433,5.1,1096.7,3.9,821.4,1101.8,-1091.6,825.3,-817.5,1453.2
72,2019-01-11 04:05:00,116.71,117.58,117.15,234.35,0,8.074,2.8054,5.4397,0.67964,0.30764,0.98728,0.64923,0.08391,0.73314,0.94197,0.33024,1.27221,0.722,0.932,0.776,0.9246,0.70497,1.21303,8.1197,2.233,5.1,1096.7,4,821.4,1101.8,-1091.6,825.4,-817.4,1453.3
73,2019-01-11 04:10:00,116.97,117.79,117.38,234.39,0,8.0728,2.7853,5.429,0.67945,0.30508,0.98453,0.65219,0.08491,0.7371,0.94394,0.32752,1.27146,0.72,0.931,0.774,0.92062,0.70272,1.20892,8.0912,2.2335,5.2,1096.7,4.1,821.4,1101.9,-1091.5,825.5,-817.3,1453.4
74,2019-01-11 04:15:00,117.33,118.09,117.71,235.27,0,7.1831,1.4241,4.3036,0.57366,0.14157,0.71523,0.61375,-0.00182,0.61193,0.84283,0.16799,1.01082,0.681,0.843,0.708,0.87905,0.68538,1.16868,7.836,2.1432,5.3,1096.7,4.1,821.4,1102,-1091.4,825.5,-817.3,1453.5
75,2019-01-11 04:20:00,117.37,118.1,117.73,235.21,0,7.1447,2.8063,4.9755,0.57146,0.30821,0.87967,0.61069,0.08706,0.69775,0.8391,0.33175,1.17085,0.681,0.929,0.751,0.85339,0.67664,1.14362,7.5253,2.2342,5.4,1096.7,4.2,821.4,1102.1,-1091.3,825.6,-817.2,1453.6
76,2019-01-11 04:25:00,117.35,117.82,117.59,234.93,0,7.1469,2.787,4.967,0.57048,0.30562,0.8761,0.61032,0.08561,0.69593,0.83816,0.32833,1.16649,0.681,0.931,0.751,0.81748,0.66293,1.10892,7.214,2.2384,5.4,1096.7,4.2,821.4,1102.1,-1091.3,825.6,-817.2,1453.7
77,2019-01-11 04:30:00,116.72,117.73,117.23,234.19,0,7.1376,1.4977,4.3176,0.56929,0.14626,0.71555,0.60459,-0.00323,0.60136,0.83314,0.17485,1.00799,0.683,0.836,0.71,0.82056,0.66504,1.11142,7.1434,2.3305,5.5,1096.7,4.3,821.4,1102.2,-1091.2,825.7,-817.1,1453.8
78,2019-01-11 04:35:00,116.85,117.66,117.26,234.48,0,7.1122,2.8014,4.9568,0.56743,0.30662,0.87405,0.60342,0.08435,0.68777,0.83106,0.3293,1.16037,0.683,0.931,0.753,0.85052,0.67717,1.14469,7.139,2.6302,5.6,1096.7,4.3,821.4,1102.3,-1091.1,825.7,-817.1,1453.9
79,2019-01-11 04:40:00,116.97,117.69,117.33,234.53,0,7.1119,2.785,4.9485,0.56726,0.3066,0.87386,0.60503,0.08418,0.68921,0.83214,0.32867,1.16081,0.682,0.933,0.753,0.84885,0.67434,1.14148,7.129,2.6251,5.6,1096.7,4.4,821.4,1102.3,-1091.1,825.8,-817,1454
80,2019-01-11 04:45:00,116.75,117.71,117.23,234.3,0,7.1007,1.4226,4.2617,0.56599,0.14081,0.7068,0.60184,-0.00216,0.59968,0.82894,0.16691,0.99585,0.683,0.844,0.71,0.85027,0.67315,1.14209,7.1213,2.6383,5.7,1096.7,4.5,821.4,1102.4,-1091,825.9,-816.9,1454.1
